prob.cluster1	prob.cluster2	prob.cluster3	prob.cluster4	prob.cluster5	prob.cluster6	prob.cluster7	prob.cluster8	prob.cluster9	prob.cluster10	prob.cluster11	prob.cluster12	prob.cluster13	prob.cluster14	most.likely.cluster
0	0	0	0.001	0.013	0.015	0.971	0	0	0	0	0	0	0	7
0	0.01	0.24	0.734	0.013	0	0.003	0	0	0	0	0	0	0	4
0	0	0	0.057	0.06	0.019	0.864	0	0	0	0	0	0	0	7
0	0.002	0.171	0.805	0.018	0.001	0.003	0	0	0	0	0	0	0	4
0	0	0.096	0.845	0.034	0.002	0.023	0	0	0	0	0	0	0	4
0	0	0	0.002	0.023	0.014	0.961	0	0	0	0	0	0	0	7
0	0.202	0.472	0.323	0.002	0	0.001	0	0	0	0	0	0	0	3
0	0	0	0.023	0.059	0.024	0.894	0	0	0	0	0	0	0	7
0	0	0	0.001	0.01	0.012	0.977	0	0	0	0	0	0	0	7
0	0	0.122	0.839	0.029	0.002	0.008	0	0	0	0	0	0	0	4
0	0	0.024	0.708	0.094	0.014	0.16	0	0	0	0	0	0	0	4
0	0	0.04	0.715	0.063	0.011	0.171	0	0	0	0	0	0	0	4
0	0	0.077	0.87	0.035	0.005	0.013	0	0	0	0	0	0	0	4
0	0.02	0.382	0.595	0.003	0	0	0	0	0	0	0	0	0	4
0	0.661	0.263	0.076	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.096	0.802	0.05	0.003	0.048	0	0	0	0	0	0	0	4
0	0	0	0.003	0.012	0.01	0.975	0	0	0	0	0	0	0	7
0	0	0	0	0.006	0.007	0.987	0	0	0	0	0	0	0	7
0	0.537	0.411	0.052	0	0	0	0	0	0	0	0	0	0	2
0	0	0.059	0.733	0.076	0.013	0.119	0	0	0	0	0	0	0	4
0	0.005	0.226	0.76	0.006	0.001	0.002	0	0	0	0	0	0	0	4
0	0.008	0.185	0.749	0.025	0.004	0.029	0	0	0	0	0	0	0	4
0	0.716	0.237	0.047	0	0	0	0	0	0	0	0	0	0	2
0.001	0.695	0.267	0.037	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.008	0.032	0.015	0.945	0	0	0	0	0	0	0	7
0	0	0.155	0.813	0.025	0.002	0.005	0	0	0	0	0	0	0	4
0	0	0	0.004	0.019	0.009	0.968	0	0	0	0	0	0	0	7
0	0.017	0.336	0.641	0.005	0	0.001	0	0	0	0	0	0	0	4
0	0	0	0.051	0.064	0.016	0.869	0	0	0	0	0	0	0	7
0	0	0	0	0.013	0.004	0.983	0	0	0	0	0	0	0	7
0	0	0.028	0.665	0.085	0.017	0.205	0	0	0	0	0	0	0	4
0	0.001	0.065	0.774	0.051	0.002	0.107	0	0	0	0	0	0	0	4
0	0	0	0.02	0.051	0.023	0.906	0	0	0	0	0	0	0	7
0	0	0	0	0.008	0.009	0.983	0	0	0	0	0	0	0	7
0	0	0.001	0.102	0.102	0.023	0.772	0	0	0	0	0	0	0	7
0	0.004	0.165	0.813	0.016	0	0.002	0	0	0	0	0	0	0	4
0	0	0	0.051	0.074	0.023	0.852	0	0	0	0	0	0	0	7
0	0	0	0	0.003	0.005	0.99	0.001	0.001	0	0	0	0	0	7
0	0.235	0.478	0.286	0.001	0	0	0	0	0	0	0	0	0	3
0	0.523	0.424	0.053	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.01	0.027	0.012	0.951	0	0	0	0	0	0	0	7
0	0.115	0.596	0.289	0	0	0	0	0	0	0	0	0	0	3
0	0	0.102	0.818	0.043	0.006	0.031	0	0	0	0	0	0	0	4
0	0	0.001	0.092	0.104	0.031	0.772	0	0	0	0	0	0	0	7
0.001	0.896	0.1	0.003	0	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.164	0.114	0.031	0.69	0	0	0	0	0	0	0	7
0	0	0.014	0.472	0.101	0.018	0.395	0	0	0	0	0	0	0	4
0	0	0	0.019	0.039	0.019	0.923	0	0	0	0	0	0	0	7
0	0	0.049	0.809	0.051	0.007	0.084	0	0	0	0	0	0	0	4
0	0	0	0.007	0.051	0.02	0.922	0	0	0	0	0	0	0	7
0	0.027	0.311	0.651	0.007	0	0.004	0	0	0	0	0	0	0	4
0	0	0	0.026	0.053	0.016	0.905	0	0	0	0	0	0	0	7
0	0.16	0.609	0.231	0	0	0	0	0	0	0	0	0	0	3
0	0	0.015	0.366	0.082	0.025	0.512	0	0	0	0	0	0	0	7
0	0.406	0.345	0.245	0.002	0	0.002	0	0	0	0	0	0	0	2
0.001	0.697	0.264	0.038	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.002	0.007	0.008	0.983	0	0	0	0	0	0	0	7
0	0	0	0.024	0.048	0.016	0.912	0	0	0	0	0	0	0	7
0	0	0.003	0.513	0.187	0.026	0.271	0	0	0	0	0	0	0	4
0.001	0.901	0.098	0	0	0	0	0	0	0	0	0	0	0	2
0	0.005	0.148	0.799	0.025	0.001	0.022	0	0	0	0	0	0	0	4
0	0.016	0.288	0.675	0.012	0	0.009	0	0	0	0	0	0	0	4
0	0	0	0.001	0.019	0.011	0.969	0	0	0	0	0	0	0	7
0	0	0.014	0.351	0.093	0.021	0.521	0	0	0	0	0	0	0	7
0	0	0.003	0.136	0.094	0.031	0.736	0	0	0	0	0	0	0	7
0	0.276	0.542	0.181	0.001	0	0	0	0	0	0	0	0	0	3
0	0	0.012	0.491	0.131	0.025	0.341	0	0	0	0	0	0	0	4
0	0.201	0.406	0.389	0.002	0	0.002	0	0	0	0	0	0	0	3
0	0	0.001	0.111	0.081	0.024	0.783	0	0	0	0	0	0	0	7
0	0	0.074	0.84	0.046	0.007	0.033	0	0	0	0	0	0	0	4
0	0	0	0.003	0.024	0.014	0.959	0	0	0	0	0	0	0	7
0	0.217	0.51	0.272	0.001	0	0	0	0	0	0	0	0	0	3
0	0.003	0.152	0.82	0.021	0.001	0.003	0	0	0	0	0	0	0	4
0	0	0.094	0.881	0.014	0	0.011	0	0	0	0	0	0	0	4
0	0	0.008	0.365	0.096	0.016	0.515	0	0	0	0	0	0	0	7
0	0	0	0.004	0.013	0.009	0.974	0	0	0	0	0	0	0	7
0	0.004	0.197	0.767	0.022	0.003	0.007	0	0	0	0	0	0	0	4
0	0	0.007	0.389	0.112	0.024	0.468	0	0	0	0	0	0	0	7
0.004	0.917	0.077	0.002	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.121	0.069	0.012	0.795	0	0	0	0	0	0	0	7
0.107	0.88	0.013	0	0	0	0	0	0	0	0	0	0	0	2
0	0.113	0.376	0.507	0.003	0	0.001	0	0	0	0	0	0	0	4
0	0	0	0.001	0.021	0.013	0.965	0	0	0	0	0	0	0	7
0.004	0.825	0.157	0.014	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0.011	0.004	0.985	0	0	0	0	0	0	0	7
0	0	0	0.002	0.012	0.007	0.979	0	0	0	0	0	0	0	7
0	0	0	0.018	0.039	0.02	0.923	0	0	0	0	0	0	0	7
0	0	0	0.001	0.008	0.009	0.982	0	0	0	0	0	0	0	7
0	0.741	0.231	0.028	0	0	0	0	0	0	0	0	0	0	2
0	0.028	0.324	0.636	0.01	0	0.002	0	0	0	0	0	0	0	4
0	0	0	0.001	0.02	0.012	0.967	0	0	0	0	0	0	0	7
0	0	0.001	0.144	0.074	0.024	0.757	0	0	0	0	0	0	0	7
0	0	0.005	0.15	0.104	0.024	0.717	0	0	0	0	0	0	0	7
0	0.606	0.314	0.079	0	0.001	0	0	0	0	0	0	0	0	2
0	0.001	0.179	0.793	0.021	0.001	0.005	0	0	0	0	0	0	0	4
0	0	0.034	0.588	0.079	0.018	0.281	0	0	0	0	0	0	0	4
0	0.018	0.257	0.703	0.016	0.001	0.005	0	0	0	0	0	0	0	4
0	0	0.13	0.804	0.03	0.002	0.034	0	0	0	0	0	0	0	4
0	0	0	0.023	0.035	0.019	0.923	0	0	0	0	0	0	0	7
0	0	0.014	0.267	0.085	0.022	0.612	0	0	0	0	0	0	0	7
0	0.005	0.258	0.726	0.008	0.001	0.002	0	0	0	0	0	0	0	4
0	0	0	0.001	0.008	0.005	0.986	0	0	0	0	0	0	0	7
0	0.033	0.436	0.527	0.003	0.001	0	0	0	0	0	0	0	0	4
0	0	0	0.003	0.009	0.009	0.979	0	0	0	0	0	0	0	7
0	0	0	0.09	0.064	0.028	0.818	0	0	0	0	0	0	0	7
0	0.019	0.367	0.606	0.008	0	0	0	0	0	0	0	0	0	4
0	0	0.013	0.47	0.096	0.017	0.404	0	0	0	0	0	0	0	4
0	0.001	0.158	0.815	0.018	0.001	0.007	0	0	0	0	0	0	0	4
0	0.001	0.14	0.82	0.021	0.003	0.015	0	0	0	0	0	0	0	4
0	0	0	0.005	0.029	0.015	0.951	0	0	0	0	0	0	0	7
0	0	0	0.001	0.009	0.012	0.978	0	0	0	0	0	0	0	7
0	0	0	0.009	0.024	0.009	0.958	0	0	0	0	0	0	0	7
0	0	0	0.066	0.062	0.015	0.857	0	0	0	0	0	0	0	7
0	0.007	0.251	0.729	0.009	0.001	0.003	0	0	0	0	0	0	0	4
0.019	0.962	0.019	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.02	0.071	0.03	0.879	0	0	0	0	0	0	0	7
0	0	0	0.005	0.019	0.013	0.963	0	0	0	0	0	0	0	7
0	0.004	0.321	0.671	0.004	0	0	0	0	0	0	0	0	0	4
0	0	0.074	0.848	0.038	0.005	0.035	0	0	0	0	0	0	0	4
0	0	0.047	0.79	0.072	0.006	0.085	0	0	0	0	0	0	0	4
0	0	0	0.002	0.01	0.007	0.981	0	0	0	0	0	0	0	7
0	0	0.006	0.382	0.112	0.022	0.478	0	0	0	0	0	0	0	7
0	0	0	0.001	0.016	0.007	0.976	0	0	0	0	0	0	0	7
0	0.01	0.375	0.609	0.006	0	0	0	0	0	0	0	0	0	4
0	0.015	0.367	0.611	0.007	0	0	0	0	0	0	0	0	0	4
0.001	0.75	0.219	0.03	0	0	0	0	0	0	0	0	0	0	2
0	0	0.004	0.222	0.103	0.029	0.642	0	0	0	0	0	0	0	7
0	0.002	0.163	0.781	0.022	0.002	0.03	0	0	0	0	0	0	0	4
0	0	0	0.001	0.015	0.006	0.978	0	0	0	0	0	0	0	7
0	0	0.127	0.833	0.027	0.001	0.012	0	0	0	0	0	0	0	4
0	0	0.03	0.698	0.104	0.014	0.154	0	0	0	0	0	0	0	4
0	0	0	0.007	0.029	0.018	0.946	0	0	0	0	0	0	0	7
0	0.018	0.333	0.645	0.003	0	0.001	0	0	0	0	0	0	0	4
0	0	0.008	0.355	0.126	0.012	0.499	0	0	0	0	0	0	0	7
0	0	0.004	0.091	0.069	0.022	0.814	0	0	0	0	0	0	0	7
0	0	0.047	0.854	0.051	0.006	0.042	0	0	0	0	0	0	0	4
0	0	0	0.02	0.057	0.018	0.905	0	0	0	0	0	0	0	7
0	0	0	0.033	0.049	0.023	0.895	0	0	0	0	0	0	0	7
0	0	0	0.005	0.028	0.011	0.956	0	0	0	0	0	0	0	7
0	0.005	0.252	0.728	0.013	0	0.002	0	0	0	0	0	0	0	4
0	0	0	0	0.005	0.005	0.99	0	0	0	0	0	0	0	7
0	0	0	0	0.008	0.005	0.987	0	0	0	0	0	0	0	7
0.007	0.966	0.027	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.037	0.096	0.022	0.845	0	0	0	0	0	0	0	7
0	0	0.001	0.206	0.125	0.031	0.637	0	0	0	0	0	0	0	7
0	0.002	0.153	0.818	0.02	0.001	0.006	0	0	0	0	0	0	0	4
0.002	0.833	0.158	0.007	0	0	0	0	0	0	0	0	0	0	2
0	0	0.041	0.714	0.089	0.009	0.147	0	0	0	0	0	0	0	4
0	0	0	0	0.009	0.004	0.986	0.001	0	0	0	0	0	0	7
0	0	0.039	0.709	0.086	0.013	0.153	0	0	0	0	0	0	0	4
0	0	0	0.001	0.005	0.007	0.987	0	0	0	0	0	0	0	7
0.001	0.867	0.117	0.015	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.014	0.033	0.018	0.935	0	0	0	0	0	0	0	7
0	0.791	0.191	0.018	0	0	0	0	0	0	0	0	0	0	2
0	0.053	0.402	0.538	0.006	0	0.001	0	0	0	0	0	0	0	4
0	0	0.045	0.798	0.062	0.008	0.087	0	0	0	0	0	0	0	4
0	0.034	0.303	0.636	0.016	0.001	0.01	0	0	0	0	0	0	0	4
0	0.124	0.498	0.376	0.002	0	0	0	0	0	0	0	0	0	3
0	0.019	0.304	0.661	0.014	0	0.002	0	0	0	0	0	0	0	4
0	0.38	0.468	0.151	0.001	0	0	0	0	0	0	0	0	0	3
0	0	0.012	0.41	0.105	0.016	0.457	0	0	0	0	0	0	0	7
0.003	0.85	0.134	0.013	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0.009	0.007	0.984	0	0	0	0	0	0	0	7
0	0	0.123	0.829	0.027	0.002	0.019	0	0	0	0	0	0	0	4
0	0	0.052	0.747	0.059	0.01	0.132	0	0	0	0	0	0	0	4
0	0	0.049	0.785	0.065	0.006	0.095	0	0	0	0	0	0	0	4
0	0.004	0.163	0.746	0.035	0.004	0.048	0	0	0	0	0	0	0	4
0	0	0.001	0.067	0.064	0.017	0.851	0	0	0	0	0	0	0	7
0	0.027	0.346	0.613	0.011	0	0.003	0	0	0	0	0	0	0	4
0	0	0	0	0.009	0.003	0.988	0	0	0	0	0	0	0	7
0	0	0	0	0.008	0.004	0.987	0.001	0	0	0	0	0	0	7
0	0	0	0.001	0.012	0.008	0.979	0	0	0	0	0	0	0	7
0	0.001	0.109	0.853	0.023	0.003	0.011	0	0	0	0	0	0	0	4
0	0.009	0.408	0.58	0.002	0.001	0	0	0	0	0	0	0	0	4
0.001	0.896	0.098	0.005	0	0	0	0	0	0	0	0	0	0	2
0	0.014	0.267	0.695	0.018	0	0.006	0	0	0	0	0	0	0	4
0	0	0	0.008	0.039	0.022	0.931	0	0	0	0	0	0	0	7
0	0	0	0.012	0.031	0.014	0.943	0	0	0	0	0	0	0	7
0	0.004	0.261	0.729	0.006	0	0	0	0	0	0	0	0	0	4
0.002	0.739	0.199	0.059	0	0	0.001	0	0	0	0	0	0	0	2
0	0.882	0.117	0.001	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.001	0.004	0.001	0.992	0.001	0.001	0	0	0	0	0	7
0	0.019	0.287	0.67	0.016	0.001	0.007	0	0	0	0	0	0	0	4
0	0	0.021	0.642	0.105	0.017	0.215	0	0	0	0	0	0	0	4
0	0	0	0	0.012	0.006	0.982	0	0	0	0	0	0	0	7
0	0	0.009	0.449	0.142	0.026	0.374	0	0	0	0	0	0	0	4
0	0	0	0.008	0.028	0.01	0.954	0	0	0	0	0	0	0	7
0	0	0.004	0.309	0.135	0.025	0.527	0	0	0	0	0	0	0	7
0	0	0.002	0.228	0.089	0.029	0.652	0	0	0	0	0	0	0	7
0.001	0.94	0.058	0.001	0	0	0	0	0	0	0	0	0	0	2
0	0.67	0.288	0.042	0	0	0	0	0	0	0	0	0	0	2
0	0.002	0.132	0.832	0.027	0	0.007	0	0	0	0	0	0	0	4
0.476	0.523	0.001	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.001	0.004	0.005	0.99	0	0	0	0	0	0	0	7
0	0.002	0.153	0.825	0.018	0	0.002	0	0	0	0	0	0	0	4
0	0	0	0.007	0.028	0.013	0.952	0	0	0	0	0	0	0	7
0	0	0.102	0.828	0.036	0.002	0.032	0	0	0	0	0	0	0	4
0	0.002	0.143	0.825	0.02	0.001	0.009	0	0	0	0	0	0	0	4
0	0	0	0	0.007	0.011	0.982	0	0	0	0	0	0	0	7
0	0	0	0.002	0.018	0.011	0.969	0	0	0	0	0	0	0	7
0	0	0	0	0.014	0.008	0.978	0	0	0	0	0	0	0	7
0	0.002	0.134	0.831	0.026	0.001	0.006	0	0	0	0	0	0	0	4
0.005	0.837	0.136	0.022	0	0	0	0	0	0	0	0	0	0	2
0	0	0.002	0.199	0.117	0.032	0.65	0	0	0	0	0	0	0	7
0	0	0.065	0.661	0.073	0.012	0.189	0	0	0	0	0	0	0	4
0	0.854	0.133	0.013	0	0	0	0	0	0	0	0	0	0	2
0	0.437	0.445	0.117	0.001	0	0	0	0	0	0	0	0	0	3
0	0.18	0.55	0.27	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.051	0.057	0.023	0.869	0	0	0	0	0	0	0	7
0	0	0.113	0.83	0.033	0.003	0.021	0	0	0	0	0	0	0	4
0	0.004	0.289	0.697	0.008	0.001	0.001	0	0	0	0	0	0	0	4
0	0	0	0	0.01	0.005	0.985	0	0	0	0	0	0	0	7
0	0.003	0.268	0.722	0.007	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0.002	0.003	0.994	0.001	0	0	0	0	0	0	7
0	0	0	0	0.003	0.002	0.993	0.002	0	0	0	0	0	0	7
0	0	0.014	0.454	0.104	0.018	0.41	0	0	0	0	0	0	0	4
0	0	0.011	0.623	0.106	0.013	0.247	0	0	0	0	0	0	0	4
0.001	0.903	0.091	0.005	0	0	0	0	0	0	0	0	0	0	2
0	0	0.014	0.573	0.111	0.016	0.286	0	0	0	0	0	0	0	4
0	0	0	0.003	0.019	0.012	0.966	0	0	0	0	0	0	0	7
0	0.036	0.457	0.502	0.005	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0.003	0.003	0.994	0	0	0	0	0	0	0	7
0	0	0.004	0.505	0.126	0.02	0.345	0	0	0	0	0	0	0	4
0.002	0.932	0.065	0.001	0	0	0	0	0	0	0	0	0	0	2
0	0.456	0.324	0.218	0.002	0	0	0	0	0	0	0	0	0	2
0	0.024	0.256	0.687	0.018	0.004	0.011	0	0	0	0	0	0	0	4
0	0.01	0.277	0.704	0.007	0.001	0.001	0	0	0	0	0	0	0	4
0	0	0.044	0.775	0.076	0.011	0.094	0	0	0	0	0	0	0	4
0	0.026	0.3	0.655	0.007	0.001	0.011	0	0	0	0	0	0	0	4
0	0.011	0.25	0.672	0.031	0.002	0.034	0	0	0	0	0	0	0	4
0	0	0.018	0.647	0.118	0.015	0.202	0	0	0	0	0	0	0	4
0	0.005	0.189	0.794	0.011	0	0.001	0	0	0	0	0	0	0	4
0	0.004	0.184	0.77	0.023	0.001	0.018	0	0	0	0	0	0	0	4
0	0.056	0.538	0.405	0.001	0	0	0	0	0	0	0	0	0	3
0	0	0	0.04	0.065	0.017	0.878	0	0	0	0	0	0	0	7
0	0	0.002	0.066	0.064	0.028	0.84	0	0	0	0	0	0	0	7
0	0.001	0.102	0.822	0.039	0.005	0.031	0	0	0	0	0	0	0	4
0	0	0.033	0.819	0.07	0.009	0.069	0	0	0	0	0	0	0	4
0	0	0	0.012	0.032	0.013	0.943	0	0	0	0	0	0	0	7
0	0	0	0.018	0.035	0.024	0.923	0	0	0	0	0	0	0	7
0	0	0.041	0.77	0.081	0.006	0.102	0	0	0	0	0	0	0	4
0	0.399	0.492	0.109	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.05	0.071	0.023	0.856	0	0	0	0	0	0	0	7
0	0	0.047	0.798	0.065	0.007	0.083	0	0	0	0	0	0	0	4
0	0.505	0.404	0.09	0.001	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0.005	0.004	0.991	0	0	0	0	0	0	0	7
0	0	0	0.035	0.056	0.026	0.883	0	0	0	0	0	0	0	7
0	0.006	0.226	0.754	0.01	0	0.004	0	0	0	0	0	0	0	4
0	0	0	0.007	0.033	0.017	0.943	0	0	0	0	0	0	0	7
0	0	0.003	0.267	0.121	0.016	0.593	0	0	0	0	0	0	0	7
0	0	0	0.001	0.007	0.01	0.982	0	0	0	0	0	0	0	7
0	0	0.063	0.844	0.049	0.009	0.035	0	0	0	0	0	0	0	4
0	0.682	0.26	0.058	0	0	0	0	0	0	0	0	0	0	2
0	0.304	0.54	0.156	0	0	0	0	0	0	0	0	0	0	3
0	0.002	0.192	0.788	0.011	0.001	0.006	0	0	0	0	0	0	0	4
0	0	0	0.001	0.026	0.007	0.966	0	0	0	0	0	0	0	7
0	0	0	0.001	0.011	0.002	0.986	0	0	0	0	0	0	0	7
0	0	0	0.01	0.016	0.014	0.96	0	0	0	0	0	0	0	7
0	0	0	0.021	0.044	0.02	0.915	0	0	0	0	0	0	0	7
0	0	0	0.008	0.044	0.018	0.93	0	0	0	0	0	0	0	7
0	0	0.019	0.812	0.083	0.006	0.08	0	0	0	0	0	0	0	4
0	0	0	0.009	0.041	0.015	0.935	0	0	0	0	0	0	0	7
0	0.031	0.443	0.524	0.001	0	0.001	0	0	0	0	0	0	0	4
0	0	0.054	0.817	0.066	0.005	0.058	0	0	0	0	0	0	0	4
0	0	0.055	0.859	0.043	0.006	0.037	0	0	0	0	0	0	0	4
0	0	0	0.006	0.019	0.016	0.959	0	0	0	0	0	0	0	7
0	0.003	0.143	0.8	0.021	0	0.033	0	0	0	0	0	0	0	4
0	0.001	0.25	0.74	0.006	0	0.003	0	0	0	0	0	0	0	4
0	0	0	0	0.016	0.006	0.978	0	0	0	0	0	0	0	7
0	0	0	0.038	0.042	0.019	0.901	0	0	0	0	0	0	0	7
0	0	0.002	0.198	0.084	0.022	0.694	0	0	0	0	0	0	0	7
0.001	0.835	0.148	0.016	0	0	0	0	0	0	0	0	0	0	2
0	0	0.076	0.875	0.033	0.002	0.014	0	0	0	0	0	0	0	4
0	0	0.023	0.664	0.112	0.014	0.187	0	0	0	0	0	0	0	4
0	0.022	0.359	0.611	0.005	0	0.003	0	0	0	0	0	0	0	4
0	0	0.041	0.851	0.061	0.003	0.044	0	0	0	0	0	0	0	4
0	0	0	0.04	0.061	0.017	0.882	0	0	0	0	0	0	0	7
0	0.113	0.551	0.335	0.001	0	0	0	0	0	0	0	0	0	3
0	0.241	0.366	0.384	0.003	0	0.006	0	0	0	0	0	0	0	4
0	0	0.106	0.797	0.039	0.005	0.053	0	0	0	0	0	0	0	4
0.002	0.919	0.079	0	0	0	0	0	0	0	0	0	0	0	2
0	0.008	0.211	0.721	0.031	0.003	0.026	0	0	0	0	0	0	0	4
0	0.001	0.11	0.779	0.048	0.007	0.055	0	0	0	0	0	0	0	4
0	0	0	0.008	0.018	0.008	0.966	0	0	0	0	0	0	0	7
0	0	0.071	0.831	0.048	0.002	0.048	0	0	0	0	0	0	0	4
0	0	0	0.016	0.04	0.022	0.922	0	0	0	0	0	0	0	7
0	0	0	0.087	0.085	0.021	0.807	0	0	0	0	0	0	0	7
0	0	0	0.05	0.064	0.026	0.86	0	0	0	0	0	0	0	7
0	0	0	0.002	0.015	0.006	0.977	0	0	0	0	0	0	0	7
0	0.15	0.468	0.381	0.001	0	0	0	0	0	0	0	0	0	3
0	0	0.049	0.577	0.099	0.016	0.259	0	0	0	0	0	0	0	4
0	0	0.09	0.848	0.032	0.001	0.029	0	0	0	0	0	0	0	4
0	0.008	0.296	0.681	0.013	0	0.002	0	0	0	0	0	0	0	4
0	0	0	0.006	0.021	0.012	0.961	0	0	0	0	0	0	0	7
0	0.705	0.277	0.018	0	0	0	0	0	0	0	0	0	0	2
0	0.333	0.489	0.178	0	0	0	0	0	0	0	0	0	0	3
0	0	0.016	0.629	0.116	0.012	0.227	0	0	0	0	0	0	0	4
0	0.013	0.238	0.711	0.018	0.003	0.017	0	0	0	0	0	0	0	4
0	0	0.001	0.173	0.114	0.029	0.683	0	0	0	0	0	0	0	7
0	0	0	0.009	0.033	0.011	0.947	0	0	0	0	0	0	0	7
0	0	0	0.014	0.025	0.016	0.945	0	0	0	0	0	0	0	7
0	0	0	0.016	0.024	0.022	0.938	0	0	0	0	0	0	0	7
0	0.62	0.34	0.04	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.139	0.826	0.02	0	0.014	0	0	0	0	0	0	0	4
0	0.029	0.311	0.631	0.021	0.001	0.007	0	0	0	0	0	0	0	4
0	0	0.098	0.881	0.018	0	0.003	0	0	0	0	0	0	0	4
0	0.001	0.113	0.84	0.028	0.001	0.017	0	0	0	0	0	0	0	4
0	0	0	0.057	0.079	0.029	0.835	0	0	0	0	0	0	0	7
0	0.532	0.374	0.094	0	0	0	0	0	0	0	0	0	0	2
0	0	0.007	0.583	0.153	0.029	0.228	0	0	0	0	0	0	0	4
0	0.254	0.555	0.191	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.053	0.073	0.028	0.846	0	0	0	0	0	0	0	7
0	0	0	0.063	0.071	0.024	0.842	0	0	0	0	0	0	0	7
0	0	0	0.108	0.082	0.024	0.786	0	0	0	0	0	0	0	7
0	0	0	0.012	0.032	0.011	0.945	0	0	0	0	0	0	0	7
0	0	0	0.003	0.017	0.014	0.966	0	0	0	0	0	0	0	7
0	0	0	0	0.008	0.005	0.987	0	0	0	0	0	0	0	7
0	0	0	0.004	0.02	0.004	0.971	0.001	0	0	0	0	0	0	7
0	0	0.063	0.853	0.057	0.004	0.023	0	0	0	0	0	0	0	4
0	0.075	0.506	0.418	0.001	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0.003	0.006	0.991	0	0	0	0	0	0	0	7
0	0.058	0.44	0.499	0.003	0	0	0	0	0	0	0	0	0	4
0.001	0.941	0.058	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.061	0.875	0.044	0.004	0.016	0	0	0	0	0	0	0	4
0	0.849	0.142	0.009	0	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.054	0.053	0.018	0.874	0	0	0	0	0	0	0	7
0	0	0	0.001	0.015	0.01	0.974	0	0	0	0	0	0	0	7
0	0	0.001	0.045	0.041	0.015	0.898	0	0	0	0	0	0	0	7
0	0	0.021	0.406	0.085	0.016	0.472	0	0	0	0	0	0	0	7
0	0.215	0.425	0.356	0.003	0	0.001	0	0	0	0	0	0	0	3
0	0	0	0.003	0.024	0.018	0.955	0	0	0	0	0	0	0	7
0	0	0.018	0.581	0.114	0.018	0.269	0	0	0	0	0	0	0	4
0	0	0	0.012	0.029	0.012	0.947	0	0	0	0	0	0	0	7
0	0	0	0	0.005	0.002	0.993	0	0	0	0	0	0	0	7
0	0	0.005	0.23	0.095	0.018	0.652	0	0	0	0	0	0	0	7
0	0.265	0.484	0.251	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.009	0.048	0.02	0.923	0	0	0	0	0	0	0	7
0	0.006	0.285	0.698	0.009	0	0.002	0	0	0	0	0	0	0	4
0	0.182	0.499	0.319	0	0	0	0	0	0	0	0	0	0	3
0	0.629	0.337	0.034	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.155	0.1	0.029	0.713	0	0	0	0	0	0	0	7
0	0	0	0	0.011	0.014	0.975	0	0	0	0	0	0	0	7
0	0.48	0.414	0.106	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0.004	0.009	0.981	0.003	0.002	0.001	0	0	0	0	7
0	0	0.002	0.065	0.05	0.015	0.868	0	0	0	0	0	0	0	7
0	0	0	0.007	0.018	0.009	0.966	0	0	0	0	0	0	0	7
0	0.025	0.343	0.624	0.004	0.001	0.003	0	0	0	0	0	0	0	4
0	0	0.04	0.699	0.091	0.013	0.157	0	0	0	0	0	0	0	4
0	0.041	0.493	0.461	0.004	0	0.001	0	0	0	0	0	0	0	3
0	0.915	0.084	0.001	0	0	0	0	0	0	0	0	0	0	2
0	0.683	0.276	0.041	0	0	0	0	0	0	0	0	0	0	2
0	0	0.002	0.192	0.103	0.031	0.672	0	0	0	0	0	0	0	7
0	0.001	0.062	0.826	0.057	0.004	0.05	0	0	0	0	0	0	0	4
0	0.085	0.504	0.41	0.001	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0.005	0.005	0.988	0.002	0	0	0	0	0	0	7
0	0	0.096	0.782	0.052	0.006	0.064	0	0	0	0	0	0	0	4
0	0.025	0.45	0.523	0.002	0	0	0	0	0	0	0	0	0	4
