prob.cluster1	prob.cluster2	prob.cluster3	prob.cluster4	prob.cluster5	prob.cluster6	prob.cluster7	prob.cluster8	prob.cluster9	prob.cluster10	prob.cluster11	prob.cluster12	prob.cluster13	prob.cluster14	prob.cluster15	prob.cluster16	most.likely.cluster
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0.37	0.399	0.231	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.735	0.235	0.03	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.025	0.974	0	0	0	0	0	0	0	0	0	0	0	5
0	0.253	0.501	0.246	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.002	0.207	0.732	0.059	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.003	0.152	0.845	0	0	0	0	0	0	0	0	0	0	0	5
0	0.969	0.03	0.001	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.226	0.771	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.061	0.487	0.452	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.056	0.944	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.134	0.761	0.105	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.042	0.957	0	0	0	0	0	0	0	0	0	0	0	5
0	0.036	0.4	0.558	0.006	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.003	0.051	0.946	0	0	0	0	0	0	0	0	0	0	0	5
0	0.298	0.489	0.213	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.033	0.418	0.549	0	0	0	0	0	0	0	0	0	0	0	5
0	0.467	0.306	0.227	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.825	0.153	0.022	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.004	0.996	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.049	0.951	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.026	0.591	0.383	0	0	0	0	0	0	0	0	0	0	0	4
0.001	0.954	0.041	0.004	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.004	0.243	0.739	0.014	0	0	0	0	0	0	0	0	0	0	0	4
0	0.034	0.347	0.605	0.014	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.013	0.986	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.032	0.41	0.558	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.007	0.182	0.811	0	0	0	0	0	0	0	0	0	0	0	5
0	0.416	0.436	0.148	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.047	0.552	0.401	0	0	0	0	0	0	0	0	0	0	0	4
0	0.32	0.374	0.303	0.003	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.001	0.147	0.852	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.183	0.78	0.037	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.018	0.982	0	0	0	0	0	0	0	0	0	0	0	5
0	0.383	0.394	0.223	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.006	0.291	0.699	0.004	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.227	0.763	0.01	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.033	0.393	0.574	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.01	0.989	0	0	0	0	0	0	0	0	0	0	0	5
0	0.013	0.337	0.635	0.015	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.033	0.461	0.506	0	0	0	0	0	0	0	0	0	0	0	5
0.003	0.976	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.011	0.127	0.862	0	0	0	0	0	0	0	0	0	0	0	5
0.112	0.884	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.159	0.417	0.421	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.012	0.987	0	0	0	0.001	0	0	0	0	0	0	0	5
0.001	0.916	0.067	0.016	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.008	0.992	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.041	0.958	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0.001	0.892	0.095	0.012	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.056	0.375	0.564	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.01	0.99	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.008	0.2	0.792	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.006	0.19	0.804	0	0	0	0	0	0	0	0	0	0	0	5
0	0.772	0.174	0.054	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.007	0.322	0.668	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0.001	0.079	0.566	0.354	0	0	0	0	0	0	0	0	0	0	0	4
0	0.023	0.358	0.602	0.017	0	0	0	0	0	0	0	0	0	0	0	4
0	0.004	0.242	0.714	0.04	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.039	0.961	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.045	0.296	0.659	0	0	0	0	0	0	0	0	0	0	0	5
0	0.004	0.387	0.608	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0.087	0.476	0.437	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.015	0.985	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.004	0.116	0.88	0	0	0	0	0	0	0	0	0	0	0	5
0	0.044	0.462	0.493	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.049	0.516	0.435	0	0	0	0	0	0	0	0	0	0	0	4
0	0.005	0.29	0.699	0.006	0	0	0	0	0	0	0	0	0	0	0	4
0	0.008	0.278	0.694	0.02	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.015	0.985	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.007	0.993	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.022	0.978	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.003	0.116	0.881	0	0	0	0	0	0	0	0	0	0	0	5
0	0.017	0.367	0.609	0.007	0	0	0	0	0	0	0	0	0	0	0	4
0.025	0.969	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.053	0.947	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.01	0.99	0	0	0	0	0	0	0	0	0	0	0	5
0	0.015	0.408	0.577	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0.001	0.216	0.734	0.049	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.148	0.73	0.122	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.044	0.401	0.555	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.008	0.992	0	0	0	0	0	0	0	0	0	0	0	5
0	0.036	0.431	0.531	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0	0.042	0.439	0.518	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0.874	0.106	0.02	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.011	0.278	0.711	0	0	0	0	0	0	0	0	0	0	0	5
0	0.004	0.274	0.688	0.034	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.01	0.99	0	0	0	0	0	0	0	0	0	0	0	5
0	0.003	0.23	0.736	0.031	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.088	0.723	0.189	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.017	0.983	0	0	0	0	0	0	0	0	0	0	0	5
0	0.045	0.446	0.509	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.019	0.372	0.609	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.144	0.856	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.153	0.787	0.059	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.039	0.961	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.054	0.945	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.031	0.969	0	0	0	0	0	0	0	0	0	0	0	5
0	0.021	0.343	0.627	0.009	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.004	0.996	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0.992	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.089	0.91	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.012	0.309	0.679	0	0	0	0	0	0	0	0	0	0	0	5
0	0.002	0.276	0.714	0.008	0	0	0	0	0	0	0	0	0	0	0	4
0	0.928	0.068	0.004	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.109	0.687	0.204	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.004	0.996	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.091	0.71	0.199	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0.002	0.942	0.05	0.006	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.036	0.964	0	0	0	0	0	0	0	0	0	0	0	5
0	0.905	0.082	0.013	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.12	0.417	0.46	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0.002	0.143	0.738	0.117	0	0	0	0	0	0	0	0	0	0	0	4
0	0.071	0.384	0.531	0.014	0	0	0	0	0	0	0	0	0	0	0	4
0	0.203	0.459	0.338	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.062	0.391	0.541	0.006	0	0	0	0	0	0	0	0	0	0	0	4
0	0.555	0.324	0.121	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.035	0.45	0.515	0	0	0	0	0	0	0	0	0	0	0	5
0	0.925	0.064	0.011	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.007	0.993	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.243	0.727	0.029	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.148	0.704	0.148	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.159	0.716	0.125	0	0	0	0	0	0	0	0	0	0	0	4
0	0.005	0.252	0.666	0.077	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.003	0.087	0.91	0	0	0	0	0	0	0	0	0	0	0	5
0	0.058	0.407	0.533	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.004	0.996	0	0	0	0	0	0	0	0	0	0	0	5
0	0.003	0.269	0.708	0.02	0	0	0	0	0	0	0	0	0	0	0	4
0	0.036	0.467	0.497	0	0	0	0	0	0	0	0	0	0	0	0	4
0.004	0.94	0.055	0.001	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.042	0.332	0.615	0.011	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.038	0.962	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.028	0.972	0	0	0	0	0	0	0	0	0	0	0	5
0	0.013	0.373	0.612	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0.002	0.814	0.125	0.059	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.962	0.034	0.004	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0.04	0.373	0.579	0.008	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.069	0.67	0.261	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.011	0.989	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.033	0.476	0.491	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.022	0.978	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.017	0.375	0.608	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.011	0.274	0.715	0	0	0	0	0	0	0	0	0	0	0	5
0.004	0.98	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.802	0.165	0.033	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.002	0.238	0.747	0.013	0	0	0	0	0	0	0	0	0	0	0	4
0.398	0.601	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.009	0.991	0	0	0	0	0	0	0	0	0	0	0	5
0	0.005	0.287	0.703	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.027	0.973	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.188	0.768	0.043	0	0	0	0	0	0	0	0	0	0	0	4
0	0.003	0.264	0.723	0.01	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.011	0.989	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.01	0.99	0	0	0	0	0	0	0	0	0	0	0	5
0	0.002	0.231	0.757	0.01	0	0	0	0	0	0	0	0	0	0	0	4
0.003	0.908	0.069	0.02	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.012	0.252	0.736	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.121	0.643	0.236	0	0	0	0	0	0	0	0	0	0	0	4
0	0.943	0.054	0.003	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.643	0.264	0.093	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.342	0.427	0.231	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.002	0.077	0.921	0	0	0	0	0	0	0	0	0	0	0	5
0	0.004	0.231	0.736	0.029	0	0	0	0	0	0	0	0	0	0	0	4
0	0.023	0.381	0.595	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0.011	0.391	0.598	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0.999	0	0	0	0	0.001	0	0	0	0	0	0	5
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.049	0.451	0.5	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.053	0.63	0.317	0	0	0	0	0	0	0	0	0	0	0	4
0.001	0.949	0.048	0.002	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.047	0.626	0.327	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.016	0.983	0	0	0	0	0	0	0	0	0	0	0	5
0	0.082	0.498	0.42	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.036	0.546	0.418	0	0	0	0	0	0	0	0	0	0	0	4
0.003	0.968	0.027	0.002	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.542	0.286	0.172	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.059	0.366	0.558	0.017	0	0	0	0	0	0	0	0	0	0	0	4
0	0.019	0.396	0.584	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.122	0.748	0.13	0	0	0	0	0	0	0	0	0	0	0	4
0	0.043	0.38	0.571	0.006	0	0	0	0	0	0	0	0	0	0	0	4
0	0.036	0.294	0.622	0.048	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.065	0.687	0.248	0	0	0	0	0	0	0	0	0	0	0	4
0	0.009	0.315	0.672	0.004	0	0	0	0	0	0	0	0	0	0	0	4
0	0.009	0.279	0.678	0.034	0	0	0	0	0	0	0	0	0	0	0	4
0	0.115	0.524	0.361	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.002	0.07	0.928	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.006	0.115	0.879	0	0	0	0	0	0	0	0	0	0	0	5
0	0.002	0.21	0.73	0.058	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.13	0.769	0.101	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.025	0.975	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.025	0.975	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.128	0.756	0.115	0	0	0	0	0	0	0	0	0	0	0	4
0	0.548	0.351	0.101	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.002	0.076	0.922	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.141	0.768	0.091	0	0	0	0	0	0	0	0	0	0	0	4
0	0.687	0.24	0.073	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.062	0.937	0	0	0	0	0	0	0	0	0	0	0	5
0	0.01	0.331	0.654	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.028	0.972	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.016	0.356	0.628	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.178	0.776	0.046	0	0	0	0	0	0	0	0	0	0	0	4
0	0.786	0.167	0.047	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.495	0.381	0.124	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.009	0.317	0.669	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.017	0.983	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.016	0.984	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.022	0.978	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.033	0.967	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.091	0.808	0.101	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.028	0.972	0	0	0	0	0	0	0	0	0	0	0	5
0	0.069	0.487	0.444	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.17	0.747	0.083	0	0	0	0	0	0	0	0	0	0	0	4
0	0.001	0.166	0.772	0.061	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.021	0.979	0	0	0	0	0	0	0	0	0	0	0	5
0	0.01	0.255	0.696	0.039	0	0	0	0	0	0	0	0	0	0	0	4
0	0.006	0.37	0.623	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.01	0.99	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.07	0.929	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.024	0.254	0.722	0	0	0	0	0	0	0	0	0	0	0	5
0	0.901	0.083	0.016	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.178	0.806	0.015	0	0	0	0	0	0	0	0	0	0	0	4
0	0.001	0.089	0.678	0.232	0	0	0	0	0	0	0	0	0	0	0	4
0	0.059	0.421	0.519	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0.001	0.158	0.782	0.059	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.064	0.935	0	0	0	0	0	0	0	0	0	0	0	5
0	0.192	0.52	0.288	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.322	0.356	0.315	0.007	0	0	0	0	0	0	0	0	0	0	0	3
0	0.002	0.2	0.739	0.059	0	0	0	0	0	0	0	0	0	0	0	4
0.002	0.98	0.017	0.001	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.025	0.313	0.62	0.042	0	0	0	0	0	0	0	0	0	0	0	4
0	0.001	0.196	0.709	0.094	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.011	0.989	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.198	0.744	0.058	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.037	0.963	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.137	0.862	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.002	0.084	0.914	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0.289	0.39	0.32	0.001	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.096	0.588	0.316	0	0	0	0	0	0	0	0	0	0	0	4
0	0.003	0.212	0.734	0.051	0	0	0	0	0	0	0	0	0	0	0	4
0	0.02	0.373	0.602	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.018	0.982	0	0	0	0	0	0	0	0	0	0	0	5
0	0.845	0.141	0.014	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.504	0.346	0.15	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.067	0.645	0.288	0	0	0	0	0	0	0	0	0	0	0	4
0	0.027	0.338	0.617	0.018	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.008	0.223	0.769	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.016	0.983	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.027	0.973	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.028	0.972	0	0	0	0	0	0	0	0	0	0	0	5
0	0.778	0.183	0.039	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.007	0.244	0.737	0.012	0	0	0	0	0	0	0	0	0	0	0	4
0	0.058	0.357	0.57	0.015	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.267	0.73	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0.001	0.236	0.745	0.018	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.002	0.119	0.879	0	0	0	0	0	0	0	0	0	0	0	5
0	0.676	0.259	0.065	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.04	0.639	0.321	0	0	0	0	0	0	0	0	0	0	0	4
0	0.456	0.403	0.141	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.002	0.083	0.915	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.112	0.887	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.009	0.175	0.816	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.024	0.976	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.018	0.982	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.009	0.991	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.16	0.811	0.029	0	0	0	0	0	0	0	0	0	0	0	4
0	0.186	0.485	0.329	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0.1	0.443	0.457	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0.98	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.172	0.801	0.027	0	0	0	0	0	0	0	0	0	0	0	4
0.001	0.93	0.058	0.011	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.092	0.905	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.008	0.992	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.061	0.939	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.065	0.417	0.518	0	0	0	0	0	0	0	0	0	0	0	5
0	0.289	0.381	0.329	0.001	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.018	0.982	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.053	0.586	0.36	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.036	0.964	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.019	0.273	0.708	0	0	0	0	0	0	0	0	0	0	0	5
0	0.443	0.385	0.172	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.04	0.96	0	0	0	0	0	0	0	0	0	0	0	5
0	0.022	0.37	0.603	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0.323	0.441	0.236	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.786	0.184	0.03	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.01	0.198	0.792	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.006	0.994	0	0	0	0	0	0	0	0	0	0	0	5
0	0.661	0.255	0.084	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.003	0.994	0	0	0.002	0.001	0	0	0	0	0	0	0	5
0	0	0.006	0.098	0.896	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.018	0.982	0	0	0	0	0	0	0	0	0	0	0	5
0	0.054	0.399	0.547	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.111	0.71	0.179	0	0	0	0	0	0	0	0	0	0	0	4
0	0.122	0.488	0.39	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.975	0.023	0.002	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.806	0.16	0.034	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.015	0.247	0.738	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.142	0.803	0.055	0	0	0	0	0	0	0	0	0	0	0	4
0	0.174	0.494	0.332	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.003	0.994	0.001	0	0.001	0.001	0	0	0	0	0	0	0	5
0	0.003	0.203	0.714	0.08	0	0	0	0	0	0	0	0	0	0	0	4
0	0.076	0.471	0.451	0.002	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.001	0.019	0.98	0	0	0	0	0	0	0	0	0	0	0	5
0.002	0.943	0.05	0.005	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.053	0.451	0.496	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.018	0.982	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.04	0.959	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.015	0.389	0.596	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.01	0.99	0	0	0	0	0	0	0	0	0	0	0	5
0	0.307	0.41	0.283	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.009	0.991	0	0	0	0	0	0	0	0	0	0	0	5
0	0.068	0.393	0.537	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0	0.495	0.328	0.177	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.004	0.996	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.066	0.562	0.372	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.007	0.171	0.822	0	0	0	0	0	0	0	0	0	0	0	5
0	0.005	0.213	0.719	0.063	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.034	0.966	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.019	0.981	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.035	0.403	0.562	0	0	0	0	0	0	0	0	0	0	0	5
0	0.009	0.314	0.665	0.012	0	0	0	0	0	0	0	0	0	0	0	4
0	0.013	0.349	0.633	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.014	0.986	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.022	0.241	0.737	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.024	0.307	0.669	0	0	0	0	0	0	0	0	0	0	0	5
0	0.085	0.401	0.51	0.004	0	0	0	0	0	0	0	0	0	0	0	4
0	0.569	0.297	0.134	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.059	0.559	0.382	0	0	0	0	0	0	0	0	0	0	0	4
